Date,Open,High,Low,Close,Adj Close,Volume
1993-06-10,44.843700,44.937500,44.750000,44.906200,28.092417,17900
1993-06-11,45.062500,45.156200,44.906200,45.093700,28.209717,647400
1993-06-14,45.156200,45.187500,45.031200,45.031200,28.170616,64200
1993-06-15,45.093700,45.125000,44.937500,44.937500,28.111996,142400
1993-06-16,44.937500,45.031200,44.812500,45.031200,28.170616,330900
1993-06-17,45.125000,45.187500,45.031200,45.187500,28.268377,37400
1993-06-18,44.843700,44.843700,44.500000,44.500000,28.035610,58500
1993-06-21,44.625000,44.625000,44.531200,44.593700,28.094633,29300
1993-06-22,44.656200,44.656200,44.562500,44.625000,28.114349,137500
1993-06-23,44.625000,44.625000,44.218700,44.218700,27.858383,227600
1993-06-24,44.343700,44.812500,44.343700,44.812500,28.232477,243700
1993-06-25,44.781200,44.906200,44.750000,44.781200,28.212751,44800
1993-06-28,45.000000,45.281200,44.937500,45.281200,28.527760,439900
1993-06-29,45.218700,45.218700,45.000000,45.062500,28.389978,207500
1993-06-30,45.125000,45.218700,45.000000,45.062500,28.389978,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,28.311243,605700
1993-07-02,44.781200,44.812500,44.531200,44.687500,28.153740,285400
1993-07-06,44.625000,44.750000,44.156200,44.218700,27.858383,246400
1993-07-07,44.187500,44.406200,44.187500,44.343700,27.937143,343700
1993-07-08,44.375000,44.937500,44.312500,44.843700,28.252144,248200
1993-07-09,44.843700,44.968700,44.750000,44.968700,28.330894,378200
1993-07-12,44.906200,44.968700,44.843700,44.937500,28.311243,373700
1993-07-13,44.968700,45.093700,44.656200,44.906200,28.291517,389600
1993-07-14,44.937500,45.187500,44.906200,45.062500,28.389978,617300
1993-07-15,45.031200,45.031200,44.781200,44.875000,28.271849,443800
1993-07-16,44.906200,44.937500,44.687500,44.750000,28.193110,216400
1993-07-19,44.750000,44.750000,44.593700,44.718700,28.173380,188200
1993-07-20,44.687500,44.843700,44.468700,44.843700,28.252144,68500
1993-07-21,44.781200,44.812500,44.656200,44.812500,28.232477,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,28.035610,632400
1993-07-23,44.593700,44.718700,44.562500,44.718700,28.173380,286200
1993-07-26,44.843700,45.062500,44.843700,44.968700,28.330894,121300
1993-07-27,45.000000,45.031200,44.781200,44.937500,28.311243,92800
1993-07-28,44.843700,44.937500,44.781200,44.843700,28.252144,30800
1993-07-29,44.937500,45.218700,44.875000,45.093700,28.409634,331000
1993-07-30,45.093700,45.093700,44.781200,44.843700,28.252144,75300
1993-08-02,44.906200,45.125000,44.906200,44.968700,28.330894,41300
1993-08-03,45.062500,45.187500,44.843700,45.000000,28.350603,81600
1993-08-04,45.000000,45.093700,44.875000,45.000000,28.350603,434000
1993-08-05,45.000000,45.000000,44.843700,44.906200,28.291517,36800
1993-08-06,45.031200,45.062500,44.906200,44.968700,28.330894,402300
1993-08-09,45.093700,45.343700,45.000000,45.218700,28.488394,828200
1993-08-10,45.187500,45.218700,45.125000,45.187500,28.468739,604900
1993-08-11,45.156200,45.312500,45.156200,45.187500,28.468739,542200
1993-08-12,45.312500,45.312500,44.906200,45.062500,28.389978,303700
1993-08-13,45.093700,45.156200,45.093700,45.125000,28.429361,103500
1993-08-16,45.156200,45.500000,45.156200,45.375000,28.586872,241800
1993-08-17,45.343700,45.531200,45.343700,45.531200,28.685268,369300
1993-08-18,45.687500,45.875000,45.656200,45.781200,28.842775,414300
1993-08-19,45.812500,45.812500,45.718700,45.781200,28.842775,28500
1993-08-20,45.687500,45.812500,45.656200,45.812500,28.862490,80700
1993-08-23,45.625000,45.750000,45.625000,45.718700,28.803389,15600
1993-08-24,45.718700,46.218700,45.718700,46.218700,29.118399,273400
1993-08-25,46.218700,46.437500,46.156200,46.250000,29.138119,242300
1993-08-26,46.281200,46.531200,46.093700,46.281200,29.157780,120000
1993-08-27,46.156200,46.250000,46.156200,46.250000,29.138119,25700
1993-08-30,46.281200,46.500000,46.281200,46.437500,29.256245,183500
1993-08-31,46.406200,46.562500,46.343700,46.562500,29.335020,66500
1993-09-01,46.406200,46.593700,46.406200,46.500000,29.295630,136500
1993-09-02,46.531200,46.593700,46.312500,46.343700,29.197153,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,29.216883,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,29.019999,196400
1993-09-08,46.062500,46.062500,45.593700,45.906200,28.921522,269900
1993-09-09,45.718700,46.031200,45.718700,46.000000,28.980625,239200
1993-09-10,46.125000,46.437500,46.062500,46.406200,29.236540,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,29.256245,66900
1993-09-14,46.312500,46.312500,46.093700,46.250000,29.138119,184500
1993-09-15,46.062500,46.406200,45.906200,46.375000,29.216883,101000
1993-09-16,46.312500,46.343700,46.156200,46.187500,29.098747,54300
1993-09-17,45.875000,45.906200,45.750000,45.812500,29.042337,200900
1993-09-20,45.875000,45.968700,45.437500,45.437500,28.804619,57800
1993-09-21,45.500000,45.562500,44.812500,45.281200,28.705517,318200
1993-09-22,45.437500,45.718700,45.375000,45.656200,28.943260,439700
1993-09-23,45.781200,45.937500,45.718700,45.906200,29.101740,88500
1993-09-24,45.843700,45.875000,45.718700,45.781200,29.022474,53500
1993-09-27,46.125000,46.281200,46.125000,46.281200,29.339455,274600
1993-09-28,46.312500,46.312500,46.156200,46.187500,29.280060,158300
1993-09-29,46.187500,46.312500,45.968700,46.031200,29.180973,221000
1993-09-30,46.031200,46.125000,45.843700,45.937500,29.121572,99300
1993-10-01,45.875000,46.218700,45.812500,46.156200,29.260218,22700
1993-10-04,46.218700,46.218700,46.093700,46.218700,29.299841,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156200,29.260218,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,29.240437,209200
1993-10-07,46.187500,46.187500,45.968700,46.000000,29.161200,59400
1993-10-08,46.125000,46.156200,45.718700,46.062500,29.200821,54400
1993-10-11,46.156200,46.250000,46.156200,46.156200,29.260218,467100
1993-10-12,46.218700,46.250000,46.187500,46.218700,29.299841,26200
1993-10-13,46.250000,46.250000,46.156200,46.218700,29.299841,139100
1993-10-14,46.406200,46.812500,46.281200,46.812500,29.676281,108100
1993-10-15,47.031200,47.156200,46.906200,47.062500,29.834768,1502500
1993-10-18,47.031200,47.031200,46.875000,46.937500,29.755503,722400
1993-10-19,46.875000,46.968700,46.593700,46.593700,29.537560,880100
1993-10-20,46.750000,46.750000,46.562500,46.656200,29.577194,230400
1993-10-21,46.687500,46.687500,46.531200,46.593700,29.537560,56200
1993-10-22,46.656200,46.843700,46.375000,46.375000,29.398939,390700
1993-10-25,46.406200,46.562500,46.281200,46.500000,29.478167,114500
1993-10-26,46.468700,46.500000,46.312500,46.468700,29.458332,186200
1993-10-27,46.406200,46.531200,46.406200,46.500000,29.478167,118400
1993-10-28,46.562500,46.968700,46.562500,46.843700,29.696062,129600
1993-10-29,46.812500,46.875000,46.781200,46.843700,29.696062,80700
1993-11-01,46.781200,47.000000,46.781200,46.968700,29.775282,36400
1993-11-02,46.906200,47.000000,46.656200,46.937500,29.755503,262100
1993-11-03,46.906200,46.906200,46.125000,46.343700,29.379066,479100
1993-11-04,46.343700,46.343700,45.812500,45.843700,29.062111,130400
1993-11-05,45.718700,46.062500,45.531200,46.062500,29.200821,363200
1993-11-08,46.093700,46.250000,45.968700,46.125000,29.240437,367600
1993-11-09,46.437500,46.468700,46.125000,46.156200,29.260218,246900
1993-11-10,46.156200,46.500000,46.031200,46.500000,29.478167,46500
1993-11-11,46.500000,46.625000,46.343700,46.375000,29.398939,88900
1993-11-12,46.468700,46.750000,46.437500,46.593700,29.537560,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,29.517792,243300
1993-11-16,46.656200,46.812500,46.468700,46.781200,29.656424,492600
1993-11-17,46.812500,46.812500,46.406200,46.531200,29.497940,39600
1993-11-18,46.468700,46.562500,46.281200,46.406200,29.418699,240800
1993-11-19,46.250000,46.375000,46.218700,46.312500,29.359303,106000
1993-11-22,46.187500,46.218700,45.875000,46.031200,29.180973,165300
1993-11-23,46.281200,46.312500,46.031200,46.281200,29.339455,89700
1993-11-24,46.406200,46.500000,46.343700,46.468700,29.458332,77200
1993-11-26,46.593700,46.593700,46.468700,46.500000,29.478167,1019800
1993-11-29,46.625000,46.718700,46.312500,46.312500,29.359303,517500
1993-11-30,46.281200,46.562500,46.250000,46.343700,29.379066,230000
1993-12-01,46.593700,46.625000,46.406200,46.406200,29.418699,379200
1993-12-02,46.500000,46.562500,46.406200,46.531200,29.497940,352000
1993-12-03,46.500000,46.718700,46.500000,46.718700,29.616814,306000
1993-12-06,46.781200,46.937500,46.781200,46.875000,29.715889,99500
1993-12-07,46.875000,46.906200,46.781200,46.843700,29.696062,88800
1993-12-08,46.843700,46.843700,46.781200,46.843700,29.696062,146700
1993-12-09,46.843700,46.906200,46.625000,46.687500,29.597021,416500
1993-12-10,46.718700,46.718700,46.500000,46.593700,29.537560,412900
1993-12-13,46.593700,46.875000,46.531200,46.875000,29.715889,273200
1993-12-14,46.906200,46.906200,46.531200,46.531200,29.497940,41900
1993-12-15,46.593700,46.625000,46.468700,46.468700,29.458332,82600
1993-12-16,46.656200,46.656200,46.562500,46.625000,29.557388,78200
1993-12-17,46.406200,46.593700,46.375000,46.562500,29.719856,104700
1993-12-20,46.531200,46.656200,46.500000,46.625000,29.759747,68800
1993-12-21,46.562500,46.562500,46.406200,46.468700,29.659983,205700
1993-12-22,46.593700,46.812500,46.500000,46.781200,29.859444,410300
1993-12-23,46.750000,46.843700,46.687500,46.750000,29.839529,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,29.999096,447100
1993-12-28,46.968700,47.125000,46.937500,47.093700,30.058903,880600
1993-12-29,47.125000,47.156200,47.000000,47.031200,30.019001,266700
1993-12-30,47.000000,47.000000,46.750000,46.843700,29.899349,219900
1993-12-31,46.937500,47.000000,46.562500,46.593700,29.739769,312900
1994-01-03,46.593700,46.656200,46.406200,46.468700,29.659983,960900
1994-01-04,46.531200,46.656200,46.468700,46.656200,29.779654,164300
1994-01-05,46.718700,46.781200,46.531200,46.750000,29.839529,710900
1994-01-06,46.812500,46.843700,46.687500,46.750000,29.839529,201000
1994-01-07,46.843700,47.062500,46.718700,47.031200,30.019001,775500
1994-01-10,47.093700,47.593700,46.968700,47.593700,30.378040,593700
1994-01-11,47.562500,47.562500,47.343700,47.500000,30.318247,295200
1994-01-12,47.531200,47.531200,47.187500,47.343700,30.218462,158400
1994-01-13,47.218700,47.312500,47.156200,47.218700,30.138712,244300
1994-01-14,47.375000,47.500000,47.375000,47.406200,30.258375,137200
1994-01-17,47.406200,47.468700,47.312500,47.406200,30.258375,17700
1994-01-18,47.468700,47.531200,47.375000,47.468700,30.298258,166400
1994-01-19,47.406200,47.468700,47.250000,47.343700,30.218462,200800
1994-01-20,47.406200,47.500000,47.375000,47.468700,30.298258,281100
1994-01-21,47.531200,47.531200,47.343700,47.375000,30.238447,85600
1994-01-24,47.343700,47.562500,47.187500,47.187500,30.118795,373800
1994-01-25,47.218700,47.250000,47.093700,47.187500,30.118795,310400
1994-01-26,47.187500,47.343700,47.125000,47.312500,30.198551,145100
1994-01-27,47.406200,47.812500,47.343700,47.750000,30.477808,344500
1994-01-28,47.937500,48.031200,47.875000,47.875000,30.557594,356500
1994-01-31,48.062500,48.312500,48.000000,48.218700,30.776949,313800
1994-02-01,48.156200,48.156200,47.906200,47.968700,30.617401,303600
1994-02-02,48.125000,48.281200,48.093700,48.281200,30.816862,307600
1994-02-03,48.187500,48.187500,47.906200,48.062500,30.677258,466100
1994-02-04,48.062500,48.125000,46.968700,46.968700,29.979116,1403200
1994-02-07,46.843700,47.312500,46.843700,47.187500,30.118795,516400
1994-02-08,47.281200,47.281200,47.031200,47.218700,30.138712,188200
1994-02-09,47.250000,47.437500,47.187500,47.406200,30.258375,144600
1994-02-10,47.375000,47.406200,47.000000,47.000000,29.999096,883900
1994-02-11,47.031200,47.281200,46.812500,47.156200,30.098789,519400
1994-02-14,47.062500,47.375000,47.000000,47.218700,30.138712,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468700,30.298258,374700
1994-02-16,47.531200,47.531200,47.343700,47.437500,30.278336,287600
1994-02-17,47.656200,47.687500,47.031200,47.156200,30.098789,342400
1994-02-18,47.187500,47.218700,46.750000,46.875000,29.919310,313300
1994-02-22,47.000000,47.343700,47.000000,47.343700,30.218462,154500
1994-02-23,47.406200,47.437500,47.062500,47.218700,30.138712,391700
1994-02-24,47.062500,47.062500,46.562500,46.593700,29.739769,770800
1994-02-25,46.656200,46.812500,46.562500,46.812500,29.879421,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,29.879421,333000
1994-03-01,46.812500,46.906200,46.375000,46.625000,29.759747,423600
1994-03-02,46.031200,46.687500,45.906200,46.687500,29.799644,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,29.719856,223200
1994-03-04,46.562500,46.812500,46.406200,46.687500,29.799644,595800
1994-03-07,46.843700,47.000000,46.843700,46.937500,29.959215,539800
1994-03-08,46.968700,46.968700,46.687500,46.750000,29.839529,880300
1994-03-09,46.812500,47.000000,46.593700,46.968700,29.979116,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593700,29.739769,207400
1994-03-11,46.656200,46.906200,46.406200,46.843700,29.899349,576600
1994-03-14,47.031200,47.031200,46.843700,46.906200,29.939222,345900
1994-03-15,47.000000,47.093700,46.843700,46.875000,29.919310,748600
1994-03-16,46.937500,47.250000,46.781200,47.250000,30.158655,455500
1994-03-17,47.093700,47.312500,47.093700,47.250000,30.158655,133000
1994-03-18,46.750000,47.031200,46.718700,46.968700,30.152050,365500
1994-03-21,46.812500,46.937500,46.718700,46.843700,30.071812,324800
1994-03-22,46.843700,47.062500,46.750000,46.968700,30.152050,435700
1994-03-23,46.937500,47.062500,46.906200,46.937500,30.132017,698500
1994-03-24,46.750000,46.843700,46.156200,46.375000,29.770914,1200500
1994-03-25,46.406200,46.531200,45.937500,45.937500,29.490063,100900
1994-03-28,46.000000,46.062500,45.593700,46.000000,29.530180,1117200
1994-03-29,46.000000,46.031200,45.093700,45.093700,28.948376,338400
1994-03-30,45.125000,45.250000,44.468700,44.468700,28.547150,1123900
1994-03-31,44.468700,44.687500,43.531200,44.593700,28.627407,788800
1994-04-04,43.343700,44.031200,43.343700,43.906200,28.186054,2627300
1994-04-05,44.343700,44.812500,44.343700,44.812500,28.767857,1179000
1994-04-06,44.875000,44.906200,44.500000,44.812500,28.767857,516500
1994-04-07,44.781200,45.125000,44.531200,45.031200,28.908253,666100
1994-04-08,44.937500,44.937500,44.468700,44.687500,28.687603,242400
1994-04-11,44.812500,45.062500,44.703098,44.875000,28.807980,203300
1994-04-12,44.921799,45.000000,44.718700,44.812500,28.767857,1409200
1994-04-13,44.796799,44.906200,44.250000,44.578098,28.617380,364100
1994-04-14,44.500000,44.828098,44.406200,44.593700,28.627407,419900
1994-04-15,44.578098,44.781200,44.515598,44.593700,28.627407,387300
1994-04-18,44.640598,44.765598,44.156200,44.296799,28.436804,369100
1994-04-19,44.250000,44.531200,43.984299,44.359299,28.476913,472200
1994-04-20,44.406200,44.515598,44.078098,44.312500,28.446863,508000
1994-04-21,44.500000,44.968700,44.343700,44.906200,28.828009,200300
1994-04-22,45.015598,45.046799,44.734299,44.859299,28.797901,301800
1994-04-25,44.843700,45.359299,44.843700,45.328098,29.098846,394600
1994-04-26,45.265598,45.343700,45.187500,45.281200,29.068758,399000
1994-04-28,45.187500,45.250000,44.812500,44.953098,28.858109,287000
1994-04-29,44.875000,45.156200,44.812500,45.093700,28.948376,481900
1994-05-02,45.093700,45.718700,44.937500,45.375000,29.128962,275000
1994-05-03,45.390598,45.406200,45.062500,45.328098,29.098846,183400
1994-05-04,45.421799,45.421799,45.078098,45.250000,29.048719,401900
1994-05-05,45.296799,45.375000,45.187500,45.187500,29.008591,659800
1994-05-06,44.968700,44.968700,44.593700,44.750000,28.727720,216300
1994-05-09,44.625000,44.750000,44.281200,44.359299,28.476913,499300
1994-05-10,44.578098,44.843700,44.546799,44.703098,28.697638,583400
1994-05-11,44.656200,44.718700,44.171799,44.296799,28.436804,210600
1994-05-12,44.578098,44.625000,44.406200,44.515598,28.577269,305200
1994-05-13,44.640598,44.640598,44.296799,44.515598,28.577269,321300
1994-05-16,44.609299,44.750000,44.515598,44.531200,28.587269,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,29.008591,470200
1994-05-18,45.218700,45.687500,45.015598,45.515598,29.219217,824800
1994-05-19,45.421799,45.859299,45.421799,45.734299,29.359615,531000
1994-05-20,45.656200,45.687500,45.500000,45.562500,29.249327,370400
1994-05-23,45.515598,45.531200,45.343700,45.484299,29.199125,262700
1994-05-24,45.609299,45.843700,45.609299,45.671799,29.319508,549600
1994-05-25,45.500000,45.828098,45.343700,45.796799,29.399754,738200
1994-05-26,45.781200,45.937500,45.734299,45.828098,29.419825,369600
1994-05-27,45.750000,45.875000,45.671799,45.875000,29.449947,162000
1994-05-31,45.734299,45.906200,45.656200,45.812500,29.409828,160000
1994-06-01,45.703098,46.015598,45.562500,46.015598,29.540205,200500
1994-06-02,46.046799,46.046799,45.890598,45.968700,29.510088,55100
1994-06-03,46.000000,46.390598,45.859299,46.234299,29.680582,550400
1994-06-06,46.328098,46.468700,46.187500,46.218700,29.670595,99300
1994-06-07,46.140598,46.218700,46.031200,46.156200,29.630453,120600
1994-06-08,46.265598,46.265598,45.781200,45.781200,29.389717,131900
1994-06-09,45.984299,46.031200,45.890598,46.031200,29.550219,80500
1994-06-10,46.078098,46.203098,46.078098,46.109299,29.600349,83100
1994-06-13,46.046799,46.187500,46.031200,46.171799,29.640463,109700
1994-06-14,46.312500,46.546799,46.312500,46.531200,29.871191,161000
1994-06-15,46.546799,46.562500,46.312500,46.343700,29.750832,142800
1994-06-16,46.343700,46.468700,46.296799,46.437500,29.811049,44000
1994-06-17,46.156200,46.203098,45.812500,45.875000,29.644648,403800
1994-06-20,45.546799,45.625000,45.437500,45.484299,29.392179,137400
1994-06-21,45.453098,45.453098,44.906200,45.093700,29.139757,139200
1994-06-22,45.218700,45.421799,45.171799,45.265598,29.250854,279900
1994-06-23,45.343700,45.406200,44.937500,45.000000,29.079229,922500
1994-06-24,44.781200,44.781200,44.000000,44.062500,28.473413,353800
1994-06-27,44.234299,44.828098,44.015598,44.828098,28.968140,371200
1994-06-28,44.843700,44.843700,44.250000,44.609299,28.826725,5382300
1994-06-29,44.671799,45.015598,44.625000,44.750000,28.917675,311800
1994-06-30,44.828098,44.843700,44.312500,44.468700,28.735901,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,28.796501,406900
1994-07-05,44.656200,44.859299,44.515598,44.796799,28.947903,112000
1994-07-06,44.625000,44.812500,44.468700,44.734299,28.907511,174800
1994-07-07,44.734299,44.921799,44.687500,44.921799,29.028675,66700
1994-07-08,44.640598,44.984299,44.625000,44.906200,29.018589,148400
1994-07-11,44.937500,45.015598,44.531200,44.750000,28.917675,124000
1994-07-12,44.765598,44.828098,44.515598,44.812500,28.958054,257300
1994-07-13,44.828098,45.031200,44.828098,44.890598,29.008533,532700
1994-07-14,45.109299,45.468700,45.078098,45.375000,29.321558,494200
1994-07-15,45.343700,45.484299,45.328098,45.390598,29.331612,49100
1994-07-18,45.390598,45.578098,45.390598,45.468700,29.382078,72300
1994-07-19,45.546799,45.562500,45.375000,45.375000,29.321558,609500
1994-07-20,45.406200,45.406200,45.062500,45.171799,29.190235,185300
1994-07-21,45.171799,45.296799,45.078098,45.265598,29.250854,86300
1994-07-22,45.375000,45.406200,45.250000,45.343700,29.301325,151600
1994-07-25,45.359299,45.453098,45.312500,45.406200,29.341705,120900
1994-07-26,45.390598,45.421799,45.312500,45.359299,29.311399,489600
1994-07-27,45.359299,45.359299,45.171799,45.359299,29.311399,83200
1994-07-28,45.359299,45.578098,45.359299,45.453098,29.372000,828200
1994-07-29,45.765598,46.046799,45.750000,45.906200,29.664806,459100
1994-08-01,45.937500,46.156200,45.890598,46.125000,29.806206,486300
1994-08-02,46.281200,46.375000,46.031200,46.187500,29.846588,505500
1994-08-03,46.171799,46.234299,46.093700,46.203098,29.856657,144100
1994-08-04,46.171799,46.218700,45.921799,45.937500,29.685034,231700
1994-08-05,45.703098,45.843700,45.656200,45.781200,29.584030,138400
1994-08-08,45.828098,45.937500,45.781200,45.890598,29.654726,328600
1994-08-09,45.718700,45.968700,45.718700,45.968700,29.705193,105900
1994-08-10,46.000000,46.187500,45.937500,46.140598,29.816284,840300
1994-08-11,46.031200,46.234299,45.734299,45.968700,29.705193,876200
1994-08-12,46.046799,46.343700,46.046799,46.328098,29.937443,184100
1994-08-15,46.375000,46.484299,46.312500,46.312500,29.927357,325900
1994-08-16,46.343700,46.687500,46.156200,46.640598,30.139395,1089500
1994-08-17,46.703098,46.734299,46.578098,46.609299,30.119146,133700
1994-08-18,46.453098,46.562500,46.406200,46.453098,30.018219,620000
1994-08-19,46.468700,46.515598,46.312500,46.421799,29.998001,103200
1994-08-22,46.437500,46.437500,46.281200,46.375000,29.967752,79700
1994-08-23,46.578098,46.859299,46.515598,46.640598,30.139395,268600
1994-08-24,46.687500,47.140598,46.671799,47.140598,30.462461,254700
1994-08-25,47.093700,47.203098,46.890598,47.015598,30.381699,147400
